contrast_id	cohort_number	disease	accession	ontology_domain	role_code	category	term	description	fdr	role_marker_count	detected_marker_count	dep_marker_count	proximity_score
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R16	TISSUES	BTO:0000345	Digestive gland	0.0058	8	6	0	0.6999999999999998
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R17	TISSUES	BTO:0000759	Liver	0.0093	7	5	0	0.35
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R18	TISSUES	BTO:0000763	Lung	0.0101	6	4	0	0.6999999999999998
PXD054937_tissue_T2DM_vs_NG	C19	proximal tubule tissue pre-existing type 2 diabetes vs normoglycemic	PXD054937	Kidney/urinary	R19	TISSUES	BTO:0001491	Viscus	0.0258	9	6	0	0.6999999999999998
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R1	COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle	8.89e-05	6	4	0	0.7
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R2	COMPARTMENTS	GOCC:1903561	Extracellular vesicle	8.89e-05	6	4	0	0.7
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R3	COMPARTMENTS	GOCC:0005576	Extracellular region	0.00033	8	6	0	0.6999999999999998
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R4	COMPARTMENTS	GOCC:0070062	Extracellular exosome	0.00053	5	3	0	1.0499999999999998
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R5	COMPARTMENTS	GOCC:0005615	Extracellular space	0.0014	6	4	0	0.7
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R6	COMPARTMENTS	GOCC:0031982	Vesicle	0.005	7	5	0	0.35
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R7	COMPARTMENTS	GOCC:0099569	Presynaptic cytoskeleton	0.0052	2	1	0	0.35
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R8	Component	GO:0005576	Extracellular region	0.0144	9	6	0	0.6999999999999998
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R9	Component	GO:0005615	Extracellular space	0.0144	8	6	0	0.6999999999999998
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R10	Component	GO:0070062	Extracellular exosome	0.0144	7	5	0	0.35
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R11	KEGG	hsa04610	Complement and coagulation cascades	0.0031	3	3	0	0.35
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R12	NetworkNeighborAL	CL:18728	Complement and coagulation cascades, and Positive regulation of opsonization	0.00096	4	4	0	0.0
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R13	PMID	PMID:28434814	(2017) Novel protein biomarkers associated with coronary artery disease in statin-treated patients with familial hypercholesterolemia.	0.0271	3	2	0	-0.7
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R14	PMID	PMID:36012410	(2022) Importance of Coagulation Factors as Critical Components of Premature Cardiovascular Disease in Familial Hypercholesterolemia.	0.0398	3	2	0	-0.7
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R15	TISSUES	BTO:0000392	Plasma cell	0.0029	4	3	0	0.35
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R16	TISSUES	BTO:0000345	Digestive gland	0.0058	8	6	0	0.6999999999999998
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R17	TISSUES	BTO:0000759	Liver	0.0093	7	5	0	0.35
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R18	TISSUES	BTO:0000763	Lung	0.0101	6	4	0	0.7
PXD054937_tissue_T2DM_vs_PTDM	C20	proximal tubule tissue pre-existing type 2 diabetes vs post-transplant diabetes	PXD054937	Kidney/urinary	R19	TISSUES	BTO:0001491	Viscus	0.0258	9	6	0	0.6999999999999998
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R1	COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle	8.89e-05	6	5	3	-0.9999999999999999
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R2	COMPARTMENTS	GOCC:1903561	Extracellular vesicle	8.89e-05	6	5	3	-0.9999999999999999
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R3	COMPARTMENTS	GOCC:0005576	Extracellular region	0.00033	8	7	5	-0.9999999999999999
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R4	COMPARTMENTS	GOCC:0070062	Extracellular exosome	0.00053	5	4	2	0.0
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R5	COMPARTMENTS	GOCC:0005615	Extracellular space	0.0014	6	5	3	-0.9999999999999999
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R6	COMPARTMENTS	GOCC:0031982	Vesicle	0.005	7	6	4	-2.0
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R7	COMPARTMENTS	GOCC:0099569	Presynaptic cytoskeleton	0.0052	2	1	1	-1.0
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R8	Component	GO:0005576	Extracellular region	0.0144	9	7	5	-0.9999999999999999
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R9	Component	GO:0005615	Extracellular space	0.0144	8	7	5	-0.9999999999999999
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R10	Component	GO:0070062	Extracellular exosome	0.0144	7	6	4	-2.0
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R11	KEGG	hsa04610	Complement and coagulation cascades	0.0031	3	3	2	0.35
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R12	NetworkNeighborAL	CL:18728	Complement and coagulation cascades, and Positive regulation of opsonization	0.00096	4	4	3	-0.65
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R13	PMID	PMID:28434814	(2017) Novel protein biomarkers associated with coronary artery disease in statin-treated patients with familial hypercholesterolemia.	0.0271	3	3	2	-2.35
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R14	PMID	PMID:36012410	(2022) Importance of Coagulation Factors as Critical Components of Premature Cardiovascular Disease in Familial Hypercholesterolemia.	0.0398	3	3	2	-2.35
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R15	TISSUES	BTO:0000392	Plasma cell	0.0029	4	4	2	0.0
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R16	TISSUES	BTO:0000345	Digestive gland	0.0058	8	7	5	-0.9999999999999999
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R17	TISSUES	BTO:0000759	Liver	0.0093	7	6	4	1.1102230246251565e-16
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R18	TISSUES	BTO:0000763	Lung	0.0101	6	4	3	-0.6499999999999999
PXD044264_plasma_AKI_subphenotype_2_vs_1	C21	AKI plasma subphenotype 2 vs 1	PXD044264	Kidney/urinary	R19	TISSUES	BTO:0001491	Viscus	0.0258	9	7	5	-0.9999999999999999
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R1	COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle	8.89e-05	6	5	4	2.35
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R2	COMPARTMENTS	GOCC:1903561	Extracellular vesicle	8.89e-05	6	5	4	2.35
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R3	COMPARTMENTS	GOCC:0005576	Extracellular region	0.00033	8	7	6	2.3499999999999996
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R4	COMPARTMENTS	GOCC:0070062	Extracellular exosome	0.00053	5	4	3	1.35
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R5	COMPARTMENTS	GOCC:0005615	Extracellular space	0.0014	6	5	4	2.35
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R6	COMPARTMENTS	GOCC:0031982	Vesicle	0.005	7	6	5	1.35
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R7	COMPARTMENTS	GOCC:0099569	Presynaptic cytoskeleton	0.0052	2	1	1	1.0
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R8	Component	GO:0005576	Extracellular region	0.0144	9	8	6	2.0
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R9	Component	GO:0005615	Extracellular space	0.0144	8	7	6	2.3499999999999996
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R10	Component	GO:0070062	Extracellular exosome	0.0144	7	6	5	1.35
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R11	KEGG	hsa04610	Complement and coagulation cascades	0.0031	3	3	3	3.0
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R12	NetworkNeighborAL	CL:18728	Complement and coagulation cascades, and Positive regulation of opsonization	0.00096	4	4	4	2.0
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R13	PMID	PMID:28434814	(2017) Novel protein biomarkers associated with coronary artery disease in statin-treated patients with familial hypercholesterolemia.	0.0271	3	3	3	-1.0
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R14	PMID	PMID:36012410	(2022) Importance of Coagulation Factors as Critical Components of Premature Cardiovascular Disease in Familial Hypercholesterolemia.	0.0398	3	3	3	-1.0
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R15	TISSUES	BTO:0000392	Plasma cell	0.0029	4	4	3	1.35
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R16	TISSUES	BTO:0000345	Digestive gland	0.0058	8	7	6	2.3499999999999996
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R17	TISSUES	BTO:0000759	Liver	0.0093	7	6	5	1.35
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R18	TISSUES	BTO:0000763	Lung	0.0101	6	5	3	3.0
primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C22	Kidney dysfunction	PXD046550	Kidney/urinary	R19	TISSUES	BTO:0001491	Viscus	0.0258	9	7	6	2.3499999999999996
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R1	COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle	8.89e-05	6	5	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R2	COMPARTMENTS	GOCC:1903561	Extracellular vesicle	8.89e-05	6	5	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R3	COMPARTMENTS	GOCC:0005576	Extracellular region	0.00033	8	6	0	0.0
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R4	COMPARTMENTS	GOCC:0070062	Extracellular exosome	0.00053	5	4	0	0.7
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R5	COMPARTMENTS	GOCC:0005615	Extracellular space	0.0014	6	5	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R6	COMPARTMENTS	GOCC:0031982	Vesicle	0.005	7	6	0	0.0
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R7	COMPARTMENTS	GOCC:0099569	Presynaptic cytoskeleton	0.0052	2	1	0	-0.35
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R8	Component	GO:0005576	Extracellular region	0.0144	9	6	0	0.0
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R9	Component	GO:0005615	Extracellular space	0.0144	8	6	0	0.0
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R10	Component	GO:0070062	Extracellular exosome	0.0144	7	6	0	0.0
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R11	KEGG	hsa04610	Complement and coagulation cascades	0.0031	3	2	0	0.0
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R12	NetworkNeighborAL	CL:18728	Complement and coagulation cascades, and Positive regulation of opsonization	0.00096	4	3	0	-0.35
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R13	PMID	PMID:28434814	(2017) Novel protein biomarkers associated with coronary artery disease in statin-treated patients with familial hypercholesterolemia.	0.0271	3	3	0	-0.35
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R14	PMID	PMID:36012410	(2022) Importance of Coagulation Factors as Critical Components of Premature Cardiovascular Disease in Familial Hypercholesterolemia.	0.0398	3	3	0	-0.35
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R15	TISSUES	BTO:0000392	Plasma cell	0.0029	4	4	0	0.7
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R16	TISSUES	BTO:0000345	Digestive gland	0.0058	8	6	0	0.0
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R17	TISSUES	BTO:0000759	Liver	0.0093	7	5	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R18	TISSUES	BTO:0000763	Lung	0.0101	6	4	0	0.0
primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C23	Liver dysfunction	PXD011839	Hepatic	R19	TISSUES	BTO:0001491	Viscus	0.0258	9	6	0	0.0
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R1	COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle	8.89e-05	6	1	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R2	COMPARTMENTS	GOCC:1903561	Extracellular vesicle	8.89e-05	6	1	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R3	COMPARTMENTS	GOCC:0005576	Extracellular region	0.00033	8	1	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R4	COMPARTMENTS	GOCC:0070062	Extracellular exosome	0.00053	5	1	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R5	COMPARTMENTS	GOCC:0005615	Extracellular space	0.0014	6	1	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R6	COMPARTMENTS	GOCC:0031982	Vesicle	0.005	7	1	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R7	COMPARTMENTS	GOCC:0099569	Presynaptic cytoskeleton	0.0052	2	0	0	0.0
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R8	Component	GO:0005576	Extracellular region	0.0144	9	1	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R9	Component	GO:0005615	Extracellular space	0.0144	8	1	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R10	Component	GO:0070062	Extracellular exosome	0.0144	7	1	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R11	KEGG	hsa04610	Complement and coagulation cascades	0.0031	3	1	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R12	NetworkNeighborAL	CL:18728	Complement and coagulation cascades, and Positive regulation of opsonization	0.00096	4	1	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R13	PMID	PMID:28434814	(2017) Novel protein biomarkers associated with coronary artery disease in statin-treated patients with familial hypercholesterolemia.	0.0271	3	0	0	0.0
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R14	PMID	PMID:36012410	(2022) Importance of Coagulation Factors as Critical Components of Premature Cardiovascular Disease in Familial Hypercholesterolemia.	0.0398	3	0	0	0.0
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R15	TISSUES	BTO:0000392	Plasma cell	0.0029	4	1	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R16	TISSUES	BTO:0000345	Digestive gland	0.0058	8	1	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R17	TISSUES	BTO:0000759	Liver	0.0093	7	1	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R18	TISSUES	BTO:0000763	Lung	0.0101	6	1	0	0.35
primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C24	Liver dysfunction	GSE251855	Hepatic	R19	TISSUES	BTO:0001491	Viscus	0.0258	9	1	0	0.35
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R1	COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle	8.89e-05	6	5	0	-1.0499999999999998
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R2	COMPARTMENTS	GOCC:1903561	Extracellular vesicle	8.89e-05	6	5	0	-1.0499999999999998
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R3	COMPARTMENTS	GOCC:0005576	Extracellular region	0.00033	8	7	0	-1.75
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R4	COMPARTMENTS	GOCC:0070062	Extracellular exosome	0.00053	5	4	0	-1.4
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R5	COMPARTMENTS	GOCC:0005615	Extracellular space	0.0014	6	5	0	-1.0499999999999998
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R6	COMPARTMENTS	GOCC:0031982	Vesicle	0.005	7	6	0	-1.4
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R7	COMPARTMENTS	GOCC:0099569	Presynaptic cytoskeleton	0.0052	2	2	0	-0.7
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R8	Component	GO:0005576	Extracellular region	0.0144	9	7	0	-1.75
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R9	Component	GO:0005615	Extracellular space	0.0144	8	7	0	-1.75
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R10	Component	GO:0070062	Extracellular exosome	0.0144	7	6	0	-1.4
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R11	KEGG	hsa04610	Complement and coagulation cascades	0.0031	3	3	0	-0.35
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R12	NetworkNeighborAL	CL:18728	Complement and coagulation cascades, and Positive regulation of opsonization	0.00096	4	4	0	-0.7
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R13	PMID	PMID:28434814	(2017) Novel protein biomarkers associated with coronary artery disease in statin-treated patients with familial hypercholesterolemia.	0.0271	3	3	0	-0.35
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R14	PMID	PMID:36012410	(2022) Importance of Coagulation Factors as Critical Components of Premature Cardiovascular Disease in Familial Hypercholesterolemia.	0.0398	3	3	0	-0.35
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R15	TISSUES	BTO:0000392	Plasma cell	0.0029	4	3	0	-0.35
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R16	TISSUES	BTO:0000345	Digestive gland	0.0058	8	7	0	-1.75
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R17	TISSUES	BTO:0000759	Liver	0.0093	7	6	0	-1.4
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R18	TISSUES	BTO:0000763	Lung	0.0101	6	4	0	-0.6999999999999998
primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C25	Cardiac disease	PXD009356	Cardiovascular/inflammatory	R19	TISSUES	BTO:0001491	Viscus	0.0258	9	7	0	-1.75
primary__curated_gate2_case_control__cardiac_disease__GSE95368__case_vs_control	C26	Cardiac disease	GSE95368	Cardiovascular/inflammatory	R1	COMPARTMENTS	GOCC:0065010	Extracellular membrane-bounded organelle	8.89e-05	6	0	0	0.0
primary__curated_gate2_case_control__cardiac_disease__GSE95368__case_vs_control	C26	Cardiac disease	GSE95368	Cardiovascular/inflammatory	R2	COMPARTMENTS	GOCC:1903561	Extracellular vesicle	8.89e-05	6	0	0	0.0
primary__curated_gate2_case_control__cardiac_disease__GSE95368__case_vs_control	C26	Cardiac disease	GSE95368	Cardiovascular/inflammatory	R3	COMPARTMENTS	GOCC:0005576	Extracellular region	0.00033	8	0	0	0.0
primary__curated_gate2_case_control__cardiac_disease__GSE95368__case_vs_control	C26	Cardiac disease	GSE95368	Cardiovascular/inflammatory	R4	COMPARTMENTS	GOCC:0070062	Extracellular exosome	0.00053	5	0	0	0.0
primary__curated_gate2_case_control__cardiac_disease__GSE95368__case_vs_control	C26	Cardiac disease	GSE95368	Cardiovascular/inflammatory	R5	COMPARTMENTS	GOCC:0005615	Extracellular space	0.0014	6	0	0	0.0
