cohort_number	disease_domain	disease_ontology_parent	disease_ontology_detail	disease_or_context	study_accession	case_label	control_or_comparator_label	n_case	n_control_or_comparator	human_disease_scope	analysis_context	source_collection	de_method	cohort_caveat_flags	display_contrast	compact_label	contrast_id	marker	op_reference_log2FC_chronic_vs_control	op_reference_direction	marker_detected_in_external_cohort	external_display_gene	external_feature_id	external_uniprot_id	external_protein_name	external_log2FC_case_vs_control_or_comparator	external_p_value	external_FDR	external_abs_log2FC	external_de_tier	external_direction	direction_agreement_with_op_reference	concordance_status	n_total	result_label_for_summary	summary_sentence_fragment
C21	Kidney/urinary	acute kidney injury	AKI plasma subphenotype 2 versus subphenotype 1	AKI plasma subphenotype 2 vs 1	PXD044264	AKI_subphenotype_2	AKI_subphenotype_1	42	14	human	conditional_plasma_aki_subphenotype	kidney_diabetes_moderated_20260709	limma_like_empirical_bayes_moderated_t_20260709		PXD044264 | AKI_subphenotype_2 vs AKI_subphenotype_1	PXD044264\nAKI_subphe>AKI_subphe	PXD044264_plasma_AKI_subphenotype_2_vs_1	MYH7B	-5.32	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	56	Not detected or not mapped	MYH7B was not detected or not mapped in AKI plasma subphenotype 2 vs 1 (PXD044264).
C22	Kidney/urinary	renal dysfunction	Kidney dysfunction case-control proteomics	Kidney dysfunction	PXD046550	case	control	56	18	human	kidney_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	longitudinal_or_technical_replicate_caveat	PXD046550 | case vs control	PXD046550\ncase>control	primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	ACTG1	-5.98	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	74	Not detected or not mapped	ACTG1 was not detected or not mapped in Kidney dysfunction (PXD046550).
C22	Kidney/urinary	renal dysfunction	Kidney dysfunction case-control proteomics	Kidney dysfunction	PXD046550	case	control	56	18	human	kidney_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	longitudinal_or_technical_replicate_caveat	PXD046550 | case vs control	PXD046550\ncase>control	primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	DNAH9	5.84	up_in_chronic	True	DNAH9	DNAH9	DNAH9		-0.132668249056721	0.554935630204037	0.636451598482596	0.132668249056721	not_tiered	down_in_case	opposite_direction	weak_opposite_direction	74	Detected, opposite direction, weak/non-tiered	DNAH9 had external log2FC=-0.132668249056721 with FDR=0.636451598482596 in Kidney dysfunction (PXD046550); status=weak_opposite_direction.
C22	Kidney/urinary	renal dysfunction	Kidney dysfunction case-control proteomics	Kidney dysfunction	PXD046550	case	control	56	18	human	kidney_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	longitudinal_or_technical_replicate_caveat	PXD046550 | case vs control	PXD046550\ncase>control	primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	GPX3	-2.8299999999999983	down_in_chronic	True	GPX3	GPX3	GPX3		-0.515065710566219	0.0031377458364476	0.0082722390233619	0.515065710566219	suggestive	down_in_case	same_direction	concordant_dep	74	Concordant differential expression	GPX3 had external log2FC=-0.515065710566219 with FDR=0.0082722390233619 in Kidney dysfunction (PXD046550); status=concordant_dep.
C22	Kidney/urinary	renal dysfunction	Kidney dysfunction case-control proteomics	Kidney dysfunction	PXD046550	case	control	56	18	human	kidney_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	longitudinal_or_technical_replicate_caveat	PXD046550 | case vs control	PXD046550\ncase>control	primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	VWF	4.280000000000001	up_in_chronic	True	VWF	VWF	VWF		1.4596096510637	1.58738520290199e-06	1.0229815752035e-05	1.4596096510637	strict	up_in_case	same_direction	concordant_dep	74	Concordant differential expression	VWF had external log2FC=1.4596096510637 with FDR=1.0229815752035e-05 in Kidney dysfunction (PXD046550); status=concordant_dep.
C22	Kidney/urinary	renal dysfunction	Kidney dysfunction case-control proteomics	Kidney dysfunction	PXD046550	case	control	56	18	human	kidney_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	longitudinal_or_technical_replicate_caveat	PXD046550 | case vs control	PXD046550\ncase>control	primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	C4B	-4.150000000000002	down_in_chronic	True	C4B	C4B	C4B		-0.566416355001348	4.95494820495013e-07	3.72538698372177e-06	0.566416355001348	suggestive	down_in_case	same_direction	concordant_dep	74	Concordant differential expression	C4B had external log2FC=-0.566416355001348 with FDR=3.72538698372177e-06 in Kidney dysfunction (PXD046550); status=concordant_dep.
C22	Kidney/urinary	renal dysfunction	Kidney dysfunction case-control proteomics	Kidney dysfunction	PXD046550	case	control	56	18	human	kidney_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	longitudinal_or_technical_replicate_caveat	PXD046550 | case vs control	PXD046550\ncase>control	primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	CD44	1.5799999999999983	up_in_chronic	True	CD44	CD44	CD44		0.276965839482283	0.0049476829061674	0.0117471301748772	0.276965839482283	not_tiered	up_in_case	same_direction	weak_same_direction	74	Detected, same direction, weak/non-tiered	CD44 had external log2FC=0.276965839482283 with FDR=0.0117471301748772 in Kidney dysfunction (PXD046550); status=weak_same_direction.
C22	Kidney/urinary	renal dysfunction	Kidney dysfunction case-control proteomics	Kidney dysfunction	PXD046550	case	control	56	18	human	kidney_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	longitudinal_or_technical_replicate_caveat	PXD046550 | case vs control	PXD046550\ncase>control	primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	CFHR2	1.4699999999999989	up_in_chronic	True	CFHR2	CFHR2	CFHR2		0.596228678087279	2.34726811190628e-07	1.9059817068679e-06	0.596228678087279	suggestive	up_in_case	same_direction	concordant_dep	74	Concordant differential expression	CFHR2 had external log2FC=0.596228678087279 with FDR=1.9059817068679e-06 in Kidney dysfunction (PXD046550); status=concordant_dep.
C22	Kidney/urinary	renal dysfunction	Kidney dysfunction case-control proteomics	Kidney dysfunction	PXD046550	case	control	56	18	human	kidney_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	longitudinal_or_technical_replicate_caveat	PXD046550 | case vs control	PXD046550\ncase>control	primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	ITIH3	-1.2100000000000009	down_in_chronic	True	ITIH3	ITIH3	ITIH3		0.645171968176452	2.03459013135556e-05	0.0001007370235768	0.645171968176452	suggestive	up_in_case	opposite_direction	discordant_dep	74	Discordant differential expression	ITIH3 had external log2FC=0.645171968176452 with FDR=0.0001007370235768 in Kidney dysfunction (PXD046550); status=discordant_dep.
C22	Kidney/urinary	renal dysfunction	Kidney dysfunction case-control proteomics	Kidney dysfunction	PXD046550	case	control	56	18	human	kidney_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	longitudinal_or_technical_replicate_caveat	PXD046550 | case vs control	PXD046550\ncase>control	primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	LRG1	-1.7199999999999989	down_in_chronic	True	LRG1	LRG1	LRG1		0.683278514481628	0.0010107204265917	0.0031959812899611	0.683278514481628	suggestive	up_in_case	opposite_direction	discordant_dep	74	Discordant differential expression	LRG1 had external log2FC=0.683278514481628 with FDR=0.0031959812899611 in Kidney dysfunction (PXD046550); status=discordant_dep.
C22	Kidney/urinary	renal dysfunction	Kidney dysfunction case-control proteomics	Kidney dysfunction	PXD046550	case	control	56	18	human	kidney_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter	longitudinal_or_technical_replicate_caveat	PXD046550 | case vs control	PXD046550\ncase>control	primary__curated_gate2_case_control__kidney_dysfunction__PXD046550__case_vs_control	MYH7B	-5.32	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	74	Not detected or not mapped	MYH7B was not detected or not mapped in Kidney dysfunction (PXD046550).
C23	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	PXD011839	case	control	48	24	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD011839 | case vs control	PXD011839\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	ACTG1	-5.98	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	72	Not detected or not mapped	ACTG1 was not detected or not mapped in Liver dysfunction (PXD011839).
C23	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	PXD011839	case	control	48	24	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD011839 | case vs control	PXD011839\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	DNAH9	5.84	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	72	Not detected or not mapped	DNAH9 was not detected or not mapped in Liver dysfunction (PXD011839).
C23	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	PXD011839	case	control	48	24	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD011839 | case vs control	PXD011839\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	GPX3	-2.8299999999999983	down_in_chronic	True	GPX3	P22352	P22352;A0A087X1J7;H0YBE4;Q6NXQ3;E5RG32;H0YC19	Glutathione peroxidase 3;Glutathione peroxidase	0.464267993505093	0.321725288759334	0.762664845881136	0.464267993505093	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	72	Detected, opposite direction, weak/non-tiered	GPX3 had external log2FC=0.464267993505093 with FDR=0.762664845881136 in Liver dysfunction (PXD011839); status=weak_opposite_direction.
C23	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	PXD011839	case	control	48	24	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD011839 | case vs control	PXD011839\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	VWF	4.280000000000001	up_in_chronic	True	VWF	P04275	P04275	von Willebrand factor;von Willebrand antigen 2	0.161629692328574	0.605834696909661	0.883660981665536	0.161629692328574	not_tiered	up_in_case	same_direction	weak_same_direction	72	Detected, same direction, weak/non-tiered	VWF had external log2FC=0.161629692328574 with FDR=0.883660981665536 in Liver dysfunction (PXD011839); status=weak_same_direction.
C23	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	PXD011839	case	control	48	24	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD011839 | case vs control	PXD011839\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	C4B	-4.150000000000002	down_in_chronic	True	C4B	P0C0L5	P0C0L5;F5GXS0;B4E344	Complement C4-B;Complement C4 beta chain;Complement C4-B alpha chain;C4a anaphylatoxin;C4b-B;C4d-B;Complement C4 gamma chain	0.405889542100361	0.0079527496364046	0.276358049865063	0.405889542100361	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	72	Detected, opposite direction, weak/non-tiered	C4B had external log2FC=0.405889542100361 with FDR=0.276358049865063 in Liver dysfunction (PXD011839); status=weak_opposite_direction.
C23	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	PXD011839	case	control	48	24	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD011839 | case vs control	PXD011839\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	CD44	1.5799999999999983	up_in_chronic	True	CD44	P16070	P16070;B4DN59;A8K309;H0YD13;H0Y2P0;H0YDW7;H0YCV9;H0Y5E4;H0YE40;H0YDX6;H0YD17;H0YEU1;B4E2X0;C1PHC2;C1PHC4;C1PHC3;E9PKC6;Q86UZ1;H0YF08;H0YDV8;H0YD90;H0YCL4;H0YEV3	CD44 antigen	0.252840103389065	0.442196332559798	0.851401111081571	0.252840103389065	not_tiered	up_in_case	same_direction	weak_same_direction	72	Detected, same direction, weak/non-tiered	CD44 had external log2FC=0.252840103389065 with FDR=0.851401111081571 in Liver dysfunction (PXD011839); status=weak_same_direction.
C23	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	PXD011839	case	control	48	24	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD011839 | case vs control	PXD011839\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	CFHR2	1.4699999999999989	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	72	Not detected or not mapped	CFHR2 was not detected or not mapped in Liver dysfunction (PXD011839).
C23	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	PXD011839	case	control	48	24	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD011839 | case vs control	PXD011839\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	ITIH3	-1.2100000000000009	down_in_chronic	True	ITIH3	Q06033	Q06033;E7ET33;B4DPQ4;A0A087WW43	Inter-alpha-trypsin inhibitor heavy chain H3	0.295284101319464	0.398733017120964	0.808682687598394	0.295284101319464	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	72	Detected, opposite direction, weak/non-tiered	ITIH3 had external log2FC=0.295284101319464 with FDR=0.808682687598394 in Liver dysfunction (PXD011839); status=weak_opposite_direction.
C23	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	PXD011839	case	control	48	24	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD011839 | case vs control	PXD011839\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	LRG1	-1.7199999999999989	down_in_chronic	True	LRG1	P02750	P02750;B4E1I8	Leucine-rich alpha-2-glycoprotein	-0.123590664154669	0.298721587806891	0.762664845881136	0.123590664154669	not_tiered	down_in_case	same_direction	weak_same_direction	72	Detected, same direction, weak/non-tiered	LRG1 had external log2FC=-0.123590664154669 with FDR=0.762664845881136 in Liver dysfunction (PXD011839); status=weak_same_direction.
C23	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	PXD011839	case	control	48	24	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD011839 | case vs control	PXD011839\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__PXD011839__case_vs_control	MYH7B	-5.32	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	72	Not detected or not mapped	MYH7B was not detected or not mapped in Liver dysfunction (PXD011839).
C24	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	GSE251855	case	control	37	20	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE251855 | case vs control	GSE251855\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	ACTG1	-5.98	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	57	Not detected or not mapped	ACTG1 was not detected or not mapped in Liver dysfunction (GSE251855).
C24	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	GSE251855	case	control	37	20	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE251855 | case vs control	GSE251855\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	DNAH9	5.84	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	57	Not detected or not mapped	DNAH9 was not detected or not mapped in Liver dysfunction (GSE251855).
C24	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	GSE251855	case	control	37	20	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE251855 | case vs control	GSE251855\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	GPX3	-2.8299999999999983	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	57	Not detected or not mapped	GPX3 was not detected or not mapped in Liver dysfunction (GSE251855).
C24	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	GSE251855	case	control	37	20	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE251855 | case vs control	GSE251855\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	VWF	4.280000000000001	up_in_chronic	True	VWF	P04275	P04275		0.39241631464543	0.0319137710675937	0.224097799035081	0.39241631464543	not_tiered	up_in_case	same_direction	weak_same_direction	57	Detected, same direction, weak/non-tiered	VWF had external log2FC=0.39241631464543 with FDR=0.224097799035081 in Liver dysfunction (GSE251855); status=weak_same_direction.
C24	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	GSE251855	case	control	37	20	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE251855 | case vs control	GSE251855\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	C4B	-4.150000000000002	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	57	Not detected or not mapped	C4B was not detected or not mapped in Liver dysfunction (GSE251855).
C24	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	GSE251855	case	control	37	20	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE251855 | case vs control	GSE251855\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	CD44	1.5799999999999983	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	57	Not detected or not mapped	CD44 was not detected or not mapped in Liver dysfunction (GSE251855).
C24	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	GSE251855	case	control	37	20	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE251855 | case vs control	GSE251855\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	CFHR2	1.4699999999999989	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	57	Not detected or not mapped	CFHR2 was not detected or not mapped in Liver dysfunction (GSE251855).
C24	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	GSE251855	case	control	37	20	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE251855 | case vs control	GSE251855\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	ITIH3	-1.2100000000000009	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	57	Not detected or not mapped	ITIH3 was not detected or not mapped in Liver dysfunction (GSE251855).
C24	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	GSE251855	case	control	37	20	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE251855 | case vs control	GSE251855\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	LRG1	-1.7199999999999989	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	57	Not detected or not mapped	LRG1 was not detected or not mapped in Liver dysfunction (GSE251855).
C24	Hepatic	liver disease / hepatic dysfunction	Liver dysfunction case-control proteomics	Liver dysfunction	GSE251855	case	control	37	20	human	liver_dysfunction	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		GSE251855 | case vs control	GSE251855\ncase>control	primary__curated_gate2_case_control__liver_dysfunction__GSE251855__case_vs_control	MYH7B	-5.32	down_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	57	Not detected or not mapped	MYH7B was not detected or not mapped in Liver dysfunction (GSE251855).
C25	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	PXD009356	case	control	13	14	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD009356 | case vs control	PXD009356\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	ACTG1	-5.98	down_in_chronic	True	ACTG1	P63261	P63261;I3L3I0;I3L1U9;I3L4N8;I3L3R2;J3KT65;K7EM38	Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed	0.043555671043805	0.895610676114455	0.996330461599987	0.043555671043805	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	27	Detected, opposite direction, weak/non-tiered	ACTG1 had external log2FC=0.043555671043805 with FDR=0.996330461599987 in Cardiac disease (PXD009356); status=weak_opposite_direction.
C25	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	PXD009356	case	control	13	14	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD009356 | case vs control	PXD009356\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	DNAH9	5.84	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	27	Not detected or not mapped	DNAH9 was not detected or not mapped in Cardiac disease (PXD009356).
C25	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	PXD009356	case	control	13	14	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD009356 | case vs control	PXD009356\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	GPX3	-2.8299999999999983	down_in_chronic	True	GPX3	A0A087X1J7	A0A087X1J7;P22352;H0YBE4	Glutathione peroxidase 3	0.196448002055277	0.556892293667327	0.949168626313494	0.196448002055277	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	27	Detected, opposite direction, weak/non-tiered	GPX3 had external log2FC=0.196448002055277 with FDR=0.949168626313494 in Cardiac disease (PXD009356); status=weak_opposite_direction.
C25	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	PXD009356	case	control	13	14	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD009356 | case vs control	PXD009356\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	VWF	4.280000000000001	up_in_chronic	True	VWF	P04275	P04275;P04275-2	von Willebrand factor;von Willebrand antigen 2	-0.845453083725978	0.131935369902996	0.724252679072191	0.845453083725978	not_tiered	down_in_case	opposite_direction	weak_opposite_direction	27	Detected, opposite direction, weak/non-tiered	VWF had external log2FC=-0.845453083725978 with FDR=0.724252679072191 in Cardiac disease (PXD009356); status=weak_opposite_direction.
C25	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	PXD009356	case	control	13	14	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD009356 | case vs control	PXD009356\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	C4B	-4.150000000000002	down_in_chronic	True	C4B	P0C0L5	P0C0L5;F5GXS0;REV__Q19T08;Q8IYE1	Complement C4-B;Complement C4 beta chain;Complement C4-B alpha chain;C4a anaphylatoxin;C4b-B;C4d-B;Complement C4 gamma chain	-0.304061354020593	0.203496738543523	0.789457270353115	0.304061354020593	not_tiered	down_in_case	same_direction	weak_same_direction	27	Detected, same direction, weak/non-tiered	C4B had external log2FC=-0.304061354020593 with FDR=0.789457270353115 in Cardiac disease (PXD009356); status=weak_same_direction.
C25	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	PXD009356	case	control	13	14	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD009356 | case vs control	PXD009356\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	CD44	1.5799999999999983	up_in_chronic	False									not_detected	not_detected	not_detected	not_detected_or_unmapped	27	Not detected or not mapped	CD44 was not detected or not mapped in Cardiac disease (PXD009356).
C25	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	PXD009356	case	control	13	14	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD009356 | case vs control	PXD009356\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	CFHR2	1.4699999999999989	up_in_chronic	True	CFHR2	P36980-2	P36980-2;P36980;V9GYE7	Complement factor H-related protein 2	-0.0286755817998205	0.83036588673813	0.996330461599987	0.0286755817998205	not_tiered	down_in_case	opposite_direction	weak_opposite_direction	27	Detected, opposite direction, weak/non-tiered	CFHR2 had external log2FC=-0.0286755817998205 with FDR=0.996330461599987 in Cardiac disease (PXD009356); status=weak_opposite_direction.
C25	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	PXD009356	case	control	13	14	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD009356 | case vs control	PXD009356\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	ITIH3	-1.2100000000000009	down_in_chronic	True	ITIH3	Q06033-2	Q06033-2;Q06033;E7ET33;A0A087WW43;CON__Q0V8M9	Inter-alpha-trypsin inhibitor heavy chain H3	0.674747346394209	0.217546448845122	0.789457270353115	0.674747346394209	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	27	Detected, opposite direction, weak/non-tiered	ITIH3 had external log2FC=0.674747346394209 with FDR=0.789457270353115 in Cardiac disease (PXD009356); status=weak_opposite_direction.
C25	Cardiovascular/inflammatory	cardiovascular disease / inflammatory cardiac involvement	Cardiac disease and MIS-C cardiac involvement	Cardiac disease	PXD009356	case	control	13	14	human	cardiac_disease	all_primary_t7_limma	limma_trend_robust_row_median_imputed_after_strict_filter		PXD009356 | case vs control	PXD009356\ncase>control	primary__curated_gate2_case_control__cardiac_disease__PXD009356__case_vs_control	LRG1	-1.7199999999999989	down_in_chronic	True	LRG1	P02750	P02750	Leucine-rich alpha-2-glycoprotein	0.445725897046561	0.221675654323149	0.789457270353115	0.445725897046561	not_tiered	up_in_case	opposite_direction	weak_opposite_direction	27	Detected, opposite direction, weak/non-tiered	LRG1 had external log2FC=0.445725897046561 with FDR=0.789457270353115 in Cardiac disease (PXD009356); status=weak_opposite_direction.
